,Energy_1,Energy_2,Trip,Average_Speeds,Style,Motor_Way,City,Country_Road,Tire_Type,Parking_Heat,Consumption_1,Consumption_2
1416,"['1,90']",1.9,"['20,0']",49.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,50",9.5
1417,"['3,92']",3.92,"['20,0']",44.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"19,60",19.6
1418,"['54,56']",54.56,"['387,0']",76.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"14,10",14.1
1419,"['24,85']",24.85,"['175,0']",64.0,['Moderate'],1.0,0.0,1.0,['Winter tires'],0.0,"14,20",14.2
1420,"['73,41']",73.41,"['552,0']",72.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,30",13.3
1421,"['0,29']",0.29,"['2,0']",17.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"14,50",14.9
1422,"['4,23']",4.23,"['35,0']",35.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"12,09",12.1
1423,"['3,64']",3.64,"['20,0']",44.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
1424,"['1,88']",1.88,"['20,0']",49.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,40",9.4
1425,"['3,76']",3.76,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
1426,[],,[],,[],,,,[],,,
1427,"['0,33']",0.33,"['2,0']",28.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"16,50",16.9
1428,"['2,20']",2.2,"['22,0']",43.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.0
1429,"['4,62']",4.62,"['20,0']",43.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"23,10",23.1
1430,"['1,90']",1.9,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,50",9.5
1431,"['3,88']",3.88,"['20,0']",40.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"19,40",19.4
1432,"['50,26']",50.26,"['359,0']",71.0,['Normal'],1.0,0.0,1.0,['Winter tires'],0.0,"14,00",14.0
1433,"['56,58']",56.58,"['345,0']",78.0,['Fast'],1.0,0.0,0.0,['Winter tires'],0.0,"16,40",16.4
1434,"['2,31']",2.31,"['17,0']",36.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,59",13.6
1435,"['1,94']",1.94,"['20,0']",37.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,70",9.7
1436,"['4,00']",4.0,"['20,0']",45.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"20,00",20.1
1437,"['2,00']",2.0,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.1
1438,"['3,54']",3.54,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,70",17.7
1439,"['5,75']",5.75,"['46,0']",39.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"12,50",12.5
1440,"['3,60']",3.6,"['20,0']",48.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
1441,"['0,32']",0.32,"['2,0']",27.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"16,00",16.0
1442,"['0,25']",0.25,"['2,0']",19.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.8
1443,"['1,92']",1.92,"['20,0']",45.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,60",9.6
1444,"['4,00']",4.0,"['20,0']",38.0,['Fast'],1.0,1.0,1.0,['Winter tires'],0.0,"20,00",20.3
1445,"['3,77']",3.77,"['37,0']",42.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"10,19",10.2
1446,"['3,66']",3.66,"['20,0']",43.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"18,30",18.3
1447,"['0,54']",0.53,"['4,0']",25.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"13,50",13.4
1448,"['0,66']",0.66,"['5,0']",32.0,['Normal'],1.0,1.0,0.0,['Winter tires'],0.0,"13,20",13.3
1449,"['0,32']",0.32,"['2,0']",24.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"16,00",16.0
1450,"['9,79']",9.79,"['71,0']",56.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,79",13.8
1451,"['6,46']",6.46,"['49,0']",50.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],0.0,"13,18",13.2
1452,"['1,84']",1.84,"['20,0']",43.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,20",9.2
1453,"['3,80']",3.8,"['20,0']",44.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
1454,"['3,00']",3.0,"['33,0']",42.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,09",9.2
1455,"['3,68']",3.68,"['20,0']",52.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,40",18.4
1456,"['1,60']",1.6,"['21,0']",40.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"7,62",7.7
1457,[],,[],,[],,,,[],,,
1458,"['4,16']",4.16,"['20,0']",40.0,['Fast'],1.0,1.0,1.0,['Winter tires'],1.0,"20,80",20.8
1459,"['0,30']",0.3,"['2,0']",26.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.2
1460,"['2,00']",2.0,"['22,0']",44.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,09",9.2
1461,"['3,82']",3.82,"['20,0']",45.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"19,10",19.1
1462,"['1,82']",1.82,"['20,0']",49.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,10",9.1
1463,"['3,72']",3.72,"['20,0']",47.0,['Normal'],1.0,1.0,0.0,['Winter tires'],0.0,"18,60",18.6
1464,"['41,50']",41.5,"['270,0']",71.0,['Fast'],1.0,1.0,0.0,['Winter tires'],0.0,"15,37",15.4
1465,"['2,29']",2.29,"['17,0']",38.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"13,47",13.5
1466,"['38,73']",38.73,"['269,0']",74.0,['Fast'],1.0,0.0,1.0,['Winter tires'],0.0,"14,40",14.4
1467,"['4,00']",4.0,"['36,0']",45.0,['Normal'],0.0,1.0,1.0,['Winter tires'],0.0,"11,11",11.2
1468,"['3,74']",3.7,"['20,0']",43.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,70",18.7
1469,"['1,86']",1.86,"['20,0']",50.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
1470,"['3,80']",3.8,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
1471,"['3,70']",3.7,"['33,0']",40.0,['Normal'],0.0,1.0,1.0,['Winter tires'],0.0,"11,21",11.3
1472,"['3,62']",3.62,"['20,0']",43.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,10",18.1
1473,"['0,36']",0.36,"['2,0']",23.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"18,00",18.0
1474,"['5,12']",5.12,"['41,0']",31.0,['Normal'],1.0,1.0,0.0,['Winter tires'],0.0,"12,49",12.5
1475,"['2,80']",3.9,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"14,00",19.0
1476,"['1,96']",1.96,"['20,0']",33.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"9,80",9.8
1477,"['3,64']",3.64,"['20,0']",45.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
1478,"['3,22']",3.22,"['20,0']",39.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],1.0,"16,10",16.1
1479,"['0,58']",0.58,"['4,0']",28.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,50",14.5
1480,"['11,70']",11.7,"['89,0']",56.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,15",13.2
1481,"['14,72']",14.7,"['103,0']",66.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"14,29",14.3
1482,"['0,39']",0.39,"['2,0']",20.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"19,50",19.7
1483,"['1,76']",1.76,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,80",8.8
1484,"['3,60']",3.6,"['20,0']",39.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
1485,"['1,86']",1.86,"['20,0']",38.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
1486,"['3,60']",3.6,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
1487,"['3,30']",3.3,"['33,0']",41.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.0
1488,[],,[],,[],,,,[],,,
1489,"['3,74']",3.74,"['20,0']",39.0,['Normal'],1.0,1.0,1.0,['Winter tires'],0.0,"18,70",18.7
1490,"['0,35']",0.35,"['2,0']",16.0,['Normal'],0.0,1.0,0.0,['Winter tires'],0.0,"17,50",17.8
1491,"['0,86']",0.86,"['6,0']",24.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"14,33",14.4
1492,"['1,76']",1.76,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,80",8.8
1493,"['3,78']",3.78,"['20,0']",54.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"18,90",18.9
1494,"['2,14']",2.1,"['17,0']",35.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,59",12.6
1495,"['5,25']",5.25,"['42,0']",60.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"12,50",12.5
1496,"['3,97']",3.97,"['26,0']",41.0,['Normal'],1.0,0.0,1.0,['Summer tires'],0.0,"15,27",15.3
1497,"['8,90']",8.9,"['79,0']",43.0,['Moderate'],1.0,1.0,0.0,['Summer tires'],0.0,"11,27",13.3
1498,"['1,86']",1.86,"['20,0']",40.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"9,30",9.3
1499,"['4,22']",4.22,"['20,0']",50.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"21,10",21.1
1500,"['1,78']",1.78,"['20,0']",32.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,90",8.9
1501,"['3,74']",3.74,"['20,0']",42.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"18,70",18.7
1502,"['3,43']",3.43,"['33,0']",30.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"10,39",10.4
1503,"['3,70']",3.7,"['20,0']",39.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"18,50",18.5
1504,"['2,00']",2.0,"['15,0']",38.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"13,33",13.4
1505,"['0,24']",0.24,"['2,0']",19.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"12,00",12.4
1506,"['1,90']",1.9,"['20,0']",39.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"9,50",9.5
1507,"['3,74']",3.74,"['20,0']",38.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"18,70",18.7
1508,"['3,74']",3.74,"['20,0']",39.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"18,70",18.7
1509,"['1,86']",1.86,"['20,0']",50.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"9,30",9.3
1510,"['0,48']",0.48,"['4,0']",25.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,00",12.2
1511,"['0,60']",0.6,"['5,0']",24.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,00",12.1
1512,"['1,84']",1.84,"['15,0']",23.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,27",12.3
1513,"['84,10']",84.1,"['642,0']",76.0,['Normal'],1.0,0.0,0.0,['Summer tires'],0.0,"13,10",13.1
1514,"['5,95']",5.95,"['85,0']",38.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"7,00",7.0
1515,"['13,70']",13.7,"['77,0']",40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"17,79",17.8
1516,"['19,32']",19.32,"['161,0']",67.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"12,00",12.0
1517,"['2,85']",2.85,"['23,0']",48.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,39",12.4
1518,"['14,14']",14.14,"['104,0']",58.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"13,60",13.6
1519,[],,[],,[],,,,[],,,
1520,"['1,13']",1.13,"['7,0']",27.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"16,14",16.2
1521,"['0,61']",0.61,"['7,0']",23.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"8,71",8.8
1522,"['42,69']",42.7,"['331,0']",55.0,['Moderate'],0.0,0.0,1.0,['Summer tires'],0.0,"12,90",12.9
1523,"['21,63']",21.6,"['173,0']",62.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"12,50",12.5
1524,"['23,18']",23.18,"['187,0']",64.0,['Moderate'],1.0,0.0,1.0,['Summer tires'],0.0,"12,40",12.4
1525,"['4,00']",4.0,"['30,0']",32.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"13,33",13.54
1526,"['1,17']",1.17,"['9,0']",33.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"13,00",13.1
1527,"['4,77']",4.77,"['43,0']",59.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"11,09",11.1
1528,"['3,64']",3.64,"['28,0']",59.0,['Normal'],1.0,1.0,0.0,['Summer tires'],0.0,"13,00",13.0
1529,"['4,42']",4.42,"['36,0']",46.0,['Normal'],1.0,1.0,0.0,['Summer tires'],0.0,"12,28",12.3
1530,"['5,28']",5.28,"['43,0']",61.0,['Normal'],1.0,0.0,0.0,['Summer tires'],0.0,"12,28",12.3
1531,"['1,76']",1.76,"['21,0']",31.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,38",8.4
1532,"['3,52']",3.52,"['20,0']",50.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,60",17.6
1533,"['1,50']",1.5,"['20,0']",36.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,50",7.5
1534,"['3,52']",3.52,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,60",17.6
1535,"['3,24']",3.24,"['36,0']",40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"9,00",9.0
1536,"['3,46']",3.46,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,30",17.3
1537,"['2,07']",2.07,"['25,0']",38.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,28",8.3
1538,"['3,28']",3.28,"['20,0']",50.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,40",16.4
1539,"['1,54']",1.54,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,70",7.7
1540,"['3,34']",3.34,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,70",16.7
1541,"['11,98']",11.98,"['107,0']",73.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"11,20",11.2
1542,"['9,32']",9.32,"['84,0']",55.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"11,10",11.1
1543,"['1,36']",1.3,"['13,0']",27.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"10,46",10.5
1544,"['1,52']",1.52,"['13,0']",33.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"11,69",11.7
1545,"['1,69']",1.69,"['13,0']",40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"13,00",13.0
1546,"['3,24']",3.24,"['36,0']",38.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"9,00",9.0
1547,"['3,52']",3.52,"['20,0']",49.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,60",17.6
1548,"['1,42']",1.42,"['20,0']",36.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,10",7.1
1549,"['3,58']",3.58,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,90",17.9
1550,[],,[],,[],,,,[],,,
1551,"['2,70']",2.7,"['33,0']",33.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"8,18",8.2
1552,"['3,40']",3.4,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,00",17.0
1553,"['0,28']",0.27,"['2,0']",23.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"14,00",13.8
1554,"['1,65']",1.65,"['22,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,50",7.5
1555,"['3,38']",3.38,"['20,0']",48.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,90",16.9
1556,"['1,64']",1.64,"['20,0']",44.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,20",8.2
1557,"['3,46']",3.46,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,30",17.3
1558,"['22,24']",22.24,"['206,0']",67.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"10,80",10.8
1559,"['0,53']",0.53,"['4,0']",26.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"13,25",13.4
1560,"['21,97']",21.97,"['198,0']",70.0,['Moderate'],1.0,0.0,1.0,['Summer tires'],0.0,"11,10",11.1
1561,"['1,23']",1.23,"['11,0']",34.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"11,18",11.2
1562,"['3,24']",3.25,"['20,0']",50.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,20",16.2
1563,"['1,38']",1.38,"['20,0']",35.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"6,90",6.9
1564,"['1,38']",1.38,"['20,0']",35.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"6,90",6.9
1565,"['3,34']",3.34,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,70",16.7
1566,"['2,46']",2.46,"['32,0']",40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"7,69",7.7
1567,"['3,34']",3.34,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,70",16.7
1568,"['1,28']",1.28,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"6,40",6.4
1569,"['3,28']",3.28,"['20,0']",49.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,40",16.4
1570,"['1,50']",1.5,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,50",7.5
1571,"['3,36']",3.35,"['20,0']",48.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"16,80",16.8
1572,"['1,11']",1.18,"['11,0']",34.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"10,09",10.8
1573,"['1,48']",1.48,"['15,0']",23.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"9,87",9.9
1574,"['1,74']",1.74,"['16,0']",27.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"10,88",10.9
1575,"['1,90']",1.9,"['17,0']",25.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"11,18",11.2
1576,"['1,53']",1.53,"['13,0']",26.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"11,77",11.8
1577,"['0,71']",0.71,"['7,0']",34.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"10,14",10.2
1578,"['2,99']",2.99,"['34,0']",33.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"8,79",8.8
1579,"['3,28']",3.28,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,40",16.4
1580,"['1,64']",1.64,"['20,0']",49.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"8,20",8.2
1581,[],,[],,[],,,,[],,,
1582,"['3,86']",3.86,"['20,0']",56.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"19,30",19.3
1583,"['0,77']",0.77,"['7,0']",30.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"11,00",11.0
1584,"['8,28']",8.28,"['69,0']",38.0,['Normal'],1.0,0.0,1.0,['Summer tires'],0.0,"12,00",12.0
1585,"['6,52']",6.52,"['51,0']",52.0,['Normal'],1.0,0.0,1.0,['Summer tires'],0.0,"12,78",12.8
1586,"['0,46']",0.46,"['4,0']",24.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"11,50",11.5
1587,"['2,00']",2.0,"['25,0']",40.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,00",8.0
1588,"['3,46']",3.46,"['20,0']",48.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,30",17.3
1589,"['1,78']",1.78,"['22,0']",44.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,09",8.1
1590,"['3,54']",3.54,"['20,0']",53.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,70",17.7
1591,"['1,87']",1.87,"['22,0']",43.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"8,50",8.5
1592,"['3,44']",3.44,"['20,0']",51.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,20",17.2
1593,"['0,29']",0.29,"['2,0']",24.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"14,50",14.7
1594,"['1,69']",1.69,"['22,0']",45.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,68",7.7
1595,"['3,28']",3.28,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,40",16.4
1596,"['1,54']",1.54,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,70",7.7
1597,"['3,36']",3.36,"['20,0']",54.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,80",16.8
1598,"['5,50']",5.5,"['51,0']",30.0,['Normal'],1.0,0.0,1.0,['Summer tires'],0.0,"10,78",10.8
1599,"['8,74']",8.74,"['76,0']",37.0,['Normal'],1.0,0.0,0.0,['Summer tires'],0.0,"11,50",11.5
1600,"['9,16']",9.16,"['77,0']",54.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"11,90",11.9
1601,"['1,56']",1.58,"['20,0']",50.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,80",7.8
1602,"['3,82']",3.82,"['20,0']",52.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"19,10",19.1
1603,"['2,00']",2.0,"['20,0']",49.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"10,00",10.0
1604,"['3,58']",3.58,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,90",17.9
1605,"['2,87']",2.87,"['33,0']",40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"8,70",8.7
1606,"['3,56']",3.56,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,80",17.8
1607,"['0,30']",0.3,"['2,0']",27.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"15,00",14.9
1608,"['2,09']",2.09,"['22,0']",44.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"9,50",9.5
1609,"['3,42']",3.42,"['20,0']",48.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,10",17.1
1610,"['1,56']",1.56,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,80",7.8
1611,"['3,40']",3.4,"['20,0']",51.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,00",17.0
1612,[],,[],,[],,,,[],,,
1613,"['13,78']",13.78,"['122,0']",41.0,['Moderate'],0.0,0.0,1.0,['Summer tires'],0.0,"11,30",11.3
1614,"['4,83']",4.83,"['39,0']",44.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"12,38",12.4
1615,"['1,62']",1.62,"['20,0']",49.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"8,10",8.1
1616,"['3,62']",3.62,"['20,0']",52.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"18,10",18.1
1617,"['12,40']",12.42,"['109,0']",48.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"11,38",11.4
1618,"['1,56']",1.56,"['20,0']",46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"7,80",7.8
1619,"['3,56']",3.56,"['20,0']",56.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,80",17.8
1620,"['2,64']",2.64,"['33,0']",43.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"8,00",8.0
1621,"['3,60']",3.6,"['20,0']",48.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"18,00",18.0
1622,"['2,30']",2.3,"['25,0']",49.0,['Fast'],1.0,1.0,1.0,['Summer tires'],0.0,"9,20",9.2
1623,"['0,65']",0.65,"['5,0']",38.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"13,00",12.9
1624,"['3,34']",3.34,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,70",16.7
1625,"['0,27']",0.27,"['2,0']",24.0,['Normal'],0.0,1.0,0.0,['Summer tires'],0.0,"13,50",13.6
1626,"['1,30']",1.3,"['21,0']",51.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"6,19",6.2
1627,"['3,44']",3.44,"['20,0']",47.0,['Normal'],1.0,1.0,1.0,['Summer tires'],0.0,"17,20",17.2
1628,"['3,24']",3.24,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,20",16.2
1629,"['2,56']",2.56,"['32,0']",40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],0.0,"8,00",8.0
1630,"['0,25']",0.25,"['2,0']",22.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,50",12.6
1631,"['1,40']",1.4,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,00",7.0
1632,"['3,34']",3.34,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,70",16.7
1633,"['1,48']",1.48,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,40",7.4
1634,"['3,26']",3.26,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,30",16.3
1635,"['1,36']",1.36,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"6,80",6.8
1636,"['3,20']",3.2,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,00",16.0
